city_a,city_b,similarity_low,similarity_mid,similarity_high,iso_a,iso_b
VéLÔ Toulouse,Villo Bruxelles,0.8824081819155756,0.9079920829676287,0.5741450637703149,FR,BE
VéLÔ Toulouse,Velo Antwerpen,0.8179592869616578,0.9563444012806465,0.5107130898367898,FR,BE
VéLÔ Toulouse,Metrorower,0.7078989132606704,0.9172637700199404,0.6503314711321031,FR,PL
VéLÔ Toulouse,Mevo Gdańsk,0.571124724656607,0.9318163219840764,0.667137861216651,FR,PL
VéLÔ Toulouse,Velospot CH,0.509897310684316,0.9491469682738618,0.678669423550776,FR,CH
VéLÔ Toulouse,Ecobici Ciudad de Mexico,0.8930640280742149,0.9086647445518272,0.44082330248625967,FR,MX
VéLÔ Toulouse,Ecobici Buenos Aires,0.8999517670752136,0.8534387615848517,0.638318227301698,FR,AR
VéLÔ Toulouse,Bike Itaú Rio,0.6739259667530852,0.9489227366853195,0.6452174413353025,FR,BR
Le VélO Bordeaux,Le Vélo Marseille,0.8511674062763943,0.9518471551033473,0.7552440821249845,FR,FR
Le VélO Bordeaux,Santander London,0.8451696601151232,0.8749585171401286,0.5761614984727187,FR,GB
Le VélO Bordeaux,Beryl Bournemouth,0.7051583577416122,0.6988260842334798,0.6621254006052818,FR,GB
Le VélO Bordeaux,Beryl Manchester,0.7730546976352544,0.7714977408746876,0.9087130500144721,FR,GB
Le VélO Bordeaux,Nextbike Berlin,0.7506623562875921,0.7892340962939233,0.7048399719893121,FR,DE
Le VélO Bordeaux,Swabi Augsburg,0.757416487545278,0.8062005341787394,0.7740612566672594,FR,DE
Le VélO Bordeaux,Nextbike Praha,0.6576245045843204,0.8263716729308395,0.7551103256581198,FR,CZ
Le VélO Bordeaux,BiciMAD Madrid,0.8246024772535397,0.8599688848486744,0.8101371967488887,FR,ES
Le VélO Bordeaux,Bicing Barcelona,0.8532822305298832,0.885633022209145,0.7185649657090937,FR,ES
Le VélO Bordeaux,Valenbisi València,0.8505456314370808,0.8861135116768186,0.7588728543033956,FR,ES
Le VélO Bordeaux,BikeMi Milan,0.8051406860713941,0.9055429000001418,0.7718093823490444,FR,IT
Le VélO Bordeaux,Villo Bruxelles,0.8078446310683156,0.8860249711734408,0.5425683574175638,FR,BE
Le VélO Bordeaux,Velo Antwerpen,0.7186543623363929,0.8675798365662901,0.48941819603538045,FR,BE
Le VélO Bordeaux,Metrorower,0.7226091394051846,0.8129607026039842,0.7240002932353793,FR,PL
Le VélO Bordeaux,Mevo Gdańsk,0.5979207896651615,0.7997702998093255,0.7306894185695685,FR,PL
Le VélO Bordeaux,Velospot CH,0.5380549630697871,0.8123097294850408,0.7709114961712176,FR,CH
Le VélO Bordeaux,Ecobici Ciudad de Mexico,0.8137924666596883,0.9244006311073301,0.42478305302576347,FR,MX
Le VélO Bordeaux,Ecobici Buenos Aires,0.8256242264566651,0.9259671488104704,0.593948216988697,FR,AR
Le VélO Bordeaux,Bike Itaú Rio,0.6624171419647739,0.8236353011665564,0.680018129124386,FR,BR
Le Vélo Marseille,Santander London,0.8940833819486707,0.9027949294740596,0.4479626896413096,FR,GB
Le Vélo Marseille,Beryl Bournemouth,0.7256265472526772,0.7226565760196546,0.8744926092396763,FR,GB
Le Vélo Marseille,Beryl Manchester,0.851030669857258,0.7976734207032726,0.7285256622265603,FR,GB
Le Vélo Marseille,Nextbike Berlin,0.7875421739171963,0.8165113696763224,0.9280869345256142,FR,DE
Le Vélo Marseille,Swabi Augsburg,0.7914050433596737,0.8335277918984715,0.9129304173539442,FR,DE
Le Vélo Marseille,Nextbike Praha,0.6576269840061251,0.8548067660240876,0.9098548987363153,FR,CZ
Le Vélo Marseille,BiciMAD Madrid,0.8989158012195718,0.8847066149675195,0.6470135313631205,FR,ES
Le Vélo Marseille,Bicing Barcelona,0.8532749354994232,0.9045860486644446,0.5675132108762924,FR,ES
Le Vélo Marseille,Valenbisi València,0.8735805537244403,0.8946563308105224,0.8860115171898834,FR,ES
Le Vélo Marseille,BikeMi Milan,0.87515535666911,0.9163144232833337,0.6093361896412387,FR,IT
Le Vélo Marseille,Villo Bruxelles,0.8258698986453508,0.8936085635247136,0.4201963891932392,FR,BE
Le Vélo Marseille,Velo Antwerpen,0.7804188781457886,0.8874315282722336,0.3737622619547527,FR,BE
Le Vélo Marseille,Metrorower,0.739208035163867,0.8405761463434379,0.906279479024702,FR,PL
Le Vélo Marseille,Mevo Gdańsk,0.5995585624335611,0.8239271192940669,0.9287796162829767,FR,PL
Le Vélo Marseille,Velospot CH,0.5358217896339501,0.8332935281053698,0.9274759618874847,FR,CH
Le Vélo Marseille,Ecobici Ciudad de Mexico,0.8503384289908185,0.9346103353987231,0.3226862873747382,FR,MX
Le Vélo Marseille,Ecobici Buenos Aires,0.8455430337402535,0.9131706263794557,0.46435101216128144,FR,AR
Le Vélo Marseille,Bike Itaú Rio,0.7173568370611457,0.849330004861819,0.8880630663368405,FR,BR
Santander London,Beryl Bournemouth,0.7002550033266293,0.7915007851980694,0.39408026466883755,GB,GB
Santander London,Beryl Manchester,0.8618026003901463,0.8710194541578822,0.6102234726080451,GB,GB
Santander London,Nextbike Berlin,0.7537010394908938,0.8920000230966117,0.41981153599005133,GB,DE
Santander London,Swabi Augsburg,0.7729026266251259,0.9115542820731716,0.461254243954521,GB,DE
Santander London,Nextbike Praha,0.630807811294322,0.9152169745410142,0.45194117686883156,GB,CZ
Santander London,BiciMAD Madrid,0.9111465942780558,0.9634924378343016,0.6844377258253577,GB,ES
Santander London,Bicing Barcelona,0.910584652821704,0.9650331062144721,0.7844088267536878,GB,ES
Santander London,Valenbisi València,0.8961900883122285,0.8819324610060574,0.45425662572740866,GB,ES
Santander London,BikeMi Milan,0.9094034782092506,0.9359922055062289,0.7336334422287295,GB,IT
Santander London,Villo Bruxelles,0.8755236981273439,0.9320059479002236,0.9273436679680997,GB,BE
Santander London,Velo Antwerpen,0.8225671104221607,0.9530308800816029,0.8292788422202305,GB,BE
Santander London,Metrorower,0.7129890736553923,0.9005604919415983,0.4300499706170144,GB,PL
Santander London,Mevo Gdańsk,0.5763241124950734,0.9040019024602655,0.4270137326887607,GB,PL
Santander London,Velospot CH,0.5144391579115081,0.9084946863035628,0.4556056157672135,GB,CH
Santander London,Ecobici Ciudad de Mexico,0.9026269295076464,0.9310355386856161,0.7159255100152201,GB,MX
Santander London,Ecobici Buenos Aires,0.902937712782715,0.8735875308289145,0.929480679939037,GB,AR
Santander London,Bike Itaú Rio,0.6749733357010461,0.9277128766849714,0.4047526958829938,GB,BR
Beryl Bournemouth,Beryl Manchester,0.7141327418069818,0.8935581115789201,0.6443204213200823,GB,GB
Beryl Bournemouth,Nextbike Berlin,0.8696753831759547,0.8813017028308646,0.9360338935852633,GB,DE
Beryl Bournemouth,Swabi Augsburg,0.8555122444997993,0.8590014457218117,0.8510831883315675,GB,DE
Beryl Bournemouth,Nextbike Praha,0.8557618625308376,0.8434371983022068,0.8577284892592999,GB,CZ
Beryl Bournemouth,BiciMAD Madrid,0.7353289977537673,0.8083626639997765,0.5745527601245382,GB,ES
Beryl Bournemouth,Bicing Barcelona,0.651753848454469,0.776363355658998,0.5014084381630638,GB,ES
Beryl Bournemouth,Valenbisi València,0.6669442589961412,0.7008468386573533,0.8507114103249884,GB,ES
Beryl Bournemouth,BikeMi Milan,0.69080639236921,0.745401414340642,0.535671041936398,GB,IT
Beryl Bournemouth,Villo Bruxelles,0.6203646074147992,0.7402174552466595,0.36840332262326175,GB,BE
Beryl Bournemouth,Velo Antwerpen,0.6078453735656214,0.7986591083046691,0.32762844315093176,GB,BE
Beryl Bournemouth,Metrorower,0.8834529528621032,0.8578214731516536,0.9001541862421217,GB,PL
Beryl Bournemouth,Mevo Gdańsk,0.8086388099919958,0.8660215054520118,0.9052473489789431,GB,PL
Beryl Bournemouth,Velospot CH,0.7246592007604488,0.8507775832360234,0.8252501412508559,GB,CH
Beryl Bournemouth,Ecobici Ciudad de Mexico,0.64366465344384,0.739762007470115,0.28277518118081324,GB,MX
Beryl Bournemouth,Ecobici Buenos Aires,0.6423787260503406,0.6938865896707682,0.4094805244811823,GB,AR
Beryl Bournemouth,Bike Itaú Rio,0.8377212371337716,0.8403984835896567,0.9517630415654834,GB,BR
Beryl Manchester,Nextbike Berlin,0.7776503782236789,0.9533190362056202,0.6836986446549517,GB,DE
Beryl Manchester,Swabi Augsburg,0.7836787998629445,0.9459277757690057,0.7532307659442778,GB,DE
Beryl Manchester,Nextbike Praha,0.6419643263471336,0.9265480673523709,0.7011533893162354,GB,CZ
Beryl Manchester,BiciMAD Madrid,0.8766950351678743,0.8914547378614115,0.8842332489329233,GB,ES
Beryl Manchester,Bicing Barcelona,0.8221057760694049,0.8508251833515297,0.7738628434893956,GB,ES
Beryl Manchester,Valenbisi València,0.8410470936830367,0.7702873577643627,0.7439850745849267,GB,ES
Beryl Manchester,BikeMi Milan,0.8710348450630608,0.8222094264625766,0.8298514907159201,GB,IT
Beryl Manchester,Villo Bruxelles,0.8240006997271707,0.8176845426601594,0.5712815738263888,GB,BE
Beryl Manchester,Velo Antwerpen,0.8134976199343457,0.8825271557599148,0.5081927691658755,GB,BE
Beryl Manchester,Metrorower,0.7266890444032811,0.9219532201724243,0.6711697506620373,GB,PL
Beryl Manchester,Mevo Gdańsk,0.5863987597914807,0.9257226455105225,0.6847083316489407,GB,PL
Beryl Manchester,Velospot CH,0.5234320023180723,0.9286398707424428,0.704149404969273,GB,CH
Beryl Manchester,Ecobici Ciudad de Mexico,0.8695908030869505,0.8173528132496097,0.4385917482659545,GB,MX
Beryl Manchester,Ecobici Buenos Aires,0.8426456626782312,0.7664153988883582,0.632999415690944,GB,AR
Beryl Manchester,Bike Itaú Rio,0.7318785200387807,0.9244833631098553,0.6546786210246931,GB,BR
Nextbike Berlin,Swabi Augsburg,0.9283928754242553,0.9591334207709786,0.8759814550499316,DE,DE
Nextbike Berlin,Nextbike Praha,0.8242137573081454,0.9534642230829575,0.9110868800116958,DE,CZ
Nextbike Berlin,BiciMAD Madrid,0.8025824156899632,0.9062957608590753,0.6076254161527362,DE,ES
Nextbike Berlin,Bicing Barcelona,0.7062149482016802,0.8762293681605563,0.5325323146220589,DE,ES
Nextbike Berlin,Valenbisi València,0.7255193619879564,0.7910692006781775,0.8550674019619608,DE,ES
Nextbike Berlin,BikeMi Milan,0.750227077669164,0.8423191018745084,0.5698537308955852,DE,IT
Nextbike Berlin,Villo Bruxelles,0.6742692932620513,0.8380232899967968,0.3921746881054291,DE,BE
Nextbike Berlin,Velo Antwerpen,0.6604329279905731,0.8958594419245529,0.34875448151420074,DE,BE
Nextbike Berlin,Metrorower,0.9208610743623701,0.9522145212453992,0.9318019056206857,DE,PL
Nextbike Berlin,Mevo Gdańsk,0.7529526184206254,0.9489047240297747,0.950680042690828,DE,PL
Nextbike Berlin,Velospot CH,0.6721343247859948,0.9496890062554173,0.8785651526850513,DE,CH
Nextbike Berlin,Ecobici Ciudad de Mexico,0.698788030353983,0.8363429503928423,0.3010796478371874,DE,MX
Nextbike Berlin,Ecobici Buenos Aires,0.6960463826382509,0.7842445596967519,0.4349638937637091,DE,AR
Nextbike Berlin,Bike Itaú Rio,0.859001648963412,0.9362879701123191,0.9440185510296645,DE,BR
Swabi Augsburg,Nextbike Praha,0.8127916177143957,0.9584336644286122,0.8529831291860749,DE,CZ
Swabi Augsburg,BiciMAD Madrid,0.8144131336699643,0.929832727892724,0.6726801521513336,DE,ES
Swabi Augsburg,Bicing Barcelona,0.7202792905139223,0.890314823070928,0.587905802813236,DE,ES
Swabi Augsburg,Valenbisi València,0.733883014474584,0.804998586195546,0.9157210144839888,DE,ES
Swabi Augsburg,BikeMi Milan,0.7621814571206436,0.8596331274170353,0.6263007243645667,DE,IT
Swabi Augsburg,Villo Bruxelles,0.6837169929791203,0.8552344442609897,0.43069225658076143,DE,BE
Swabi Augsburg,Velo Antwerpen,0.6709940594783355,0.9185395477485234,0.3830087694936039,DE,BE
Swabi Augsburg,Metrorower,0.9059830830945391,0.9413948465117089,0.8351065679004265,DE,PL
Swabi Augsburg,Mevo Gdańsk,0.7425857498936965,0.9451236648565186,0.8648669658998472,DE,PL
Swabi Augsburg,Velospot CH,0.6634903300773979,0.9482379209151329,0.862465115843577,DE,CH
Swabi Augsburg,Ecobici Ciudad de Mexico,0.7093555858791774,0.8543312500989342,0.33062049317663594,DE,MX
Swabi Augsburg,Ecobici Buenos Aires,0.7072102404950776,0.8008990252303775,0.4786986572934918,DE,AR
Swabi Augsburg,Bike Itaú Rio,0.8401125612445807,0.9562725776234319,0.8484321157688648,DE,BR
Nextbike Praha,BiciMAD Madrid,0.665146594081375,0.9244749201425893,0.6231144898141806,CZ,ES
Nextbike Praha,Bicing Barcelona,0.5865133324574388,0.902878032271714,0.5600439491465512,CZ,ES
Nextbike Praha,Valenbisi València,0.5995711513301557,0.8135077543629902,0.8116553313458985,CZ,ES
Nextbike Praha,BikeMi Milan,0.6225143188262326,0.8783861525758716,0.5965956135542014,CZ,IT
Nextbike Praha,Villo Bruxelles,0.556367447613355,0.8614999199005527,0.4253628964745329,CZ,BE
Nextbike Praha,Velo Antwerpen,0.5461586777059403,0.9183814606055286,0.38127521949368437,CZ,BE
Nextbike Praha,Metrorower,0.8818724607713189,0.9617648065340194,0.9464614520450262,CZ,PL
Nextbike Praha,Mevo Gdańsk,0.8864556731432335,0.9385854866795363,0.9338939214858992,CZ,PL
Nextbike Praha,Velospot CH,0.8043173355132143,0.9440320155753368,0.9411871595945952,CZ,CH
Nextbike Praha,Ecobici Ciudad de Mexico,0.5778198321921867,0.8726913476251883,0.32914317353846156,CZ,MX
Nextbike Praha,Ecobici Buenos Aires,0.5758862281793551,0.8202942780492699,0.4651899169074341,CZ,AR
Nextbike Praha,Bike Itaú Rio,0.8286213927442669,0.9475475046547022,0.8745077312080018,CZ,BR
BiciMAD Madrid,Bicing Barcelona,0.8556125156153489,0.9505508153670242,0.866512846633508,ES,ES
BiciMAD Madrid,Valenbisi València,0.8722709790134616,0.8596721183702648,0.6604272772250239,ES,ES
BiciMAD Madrid,BikeMi Milan,0.9072373549558025,0.9189215002459219,0.9272990815135271,ES,IT
BiciMAD Madrid,Villo Bruxelles,0.832811590589059,0.9120033568948557,0.6386243308778848,ES,BE
BiciMAD Madrid,Velo Antwerpen,0.8064544582319947,0.9604662939583342,0.5682527138937642,ES,BE
BiciMAD Madrid,Metrorower,0.7529309044548044,0.9023950078293091,0.5962625682261871,ES,PL
BiciMAD Madrid,Mevo Gdańsk,0.6075742635666969,0.9236864425211537,0.6060102076613191,ES,PL
BiciMAD Madrid,Velospot CH,0.5423337072689772,0.9296206074806858,0.6259332744255515,ES,CH
BiciMAD Madrid,Ecobici Ciudad de Mexico,0.8640595724515941,0.9134000598502616,0.49049857272246405,ES,MX
BiciMAD Madrid,Ecobici Buenos Aires,0.8546564240731637,0.8565168257847712,0.7100239457970726,ES,AR
BiciMAD Madrid,Bike Itaú Rio,0.7319417016490477,0.9480804281140903,0.5816217048135396,ES,BR
Bicing Barcelona,Valenbisi València,0.909311983744936,0.8944469124502341,0.5763233043117195,ES,ES
Bicing Barcelona,BikeMi Milan,0.8724976039893714,0.9536586579649079,0.8968112302784599,ES,IT
Bicing Barcelona,Villo Bruxelles,0.9044659272109143,0.9417368258259428,0.7323057243805439,ES,BE
Bicing Barcelona,Velo Antwerpen,0.8029912007416108,0.9445130657305464,0.6512610001714401,ES,BE
Bicing Barcelona,Metrorower,0.6632807244249396,0.8901338189624974,0.5331724549861953,ES,PL
Bicing Barcelona,Mevo Gdańsk,0.5358573564952576,0.8896590005085374,0.5359395935099615,ES,PL
Bicing Barcelona,Velospot CH,0.4783224537365098,0.9057863127090047,0.5618642484296867,ES,CH
Bicing Barcelona,Ecobici Ciudad de Mexico,0.9134778826629425,0.9441930768819689,0.5621974387100813,ES,MX
Bicing Barcelona,Ecobici Buenos Aires,0.9177076693196277,0.890011153426572,0.8139759652141694,ES,AR
Bicing Barcelona,Bike Itaú Rio,0.6343398809924429,0.9080449896432332,0.5127517482392993,ES,BR
Valenbisi València,BikeMi Milan,0.8781753561796761,0.916707792336046,0.6178698054411507,ES,IT
Valenbisi València,Villo Bruxelles,0.8847565078700538,0.9346418028935988,0.42525428076254457,ES,BE
Valenbisi València,Velo Antwerpen,0.7980764504313557,0.8666632316515723,0.37830763788982613,ES,BE
Valenbisi València,Metrorower,0.6787008564147642,0.8045428607297913,0.8069792262438266,ES,PL
Valenbisi València,Mevo Gdańsk,0.5476749822834447,0.8045154549208188,0.8360250337058572,ES,PL
Valenbisi València,Velospot CH,0.4888663350824212,0.8190261984543765,0.8294288237763874,ES,CH
Valenbisi València,Ecobici Ciudad de Mexico,0.890111926295213,0.9271079968573337,0.3265044156748129,ES,MX
Valenbisi València,Ecobici Buenos Aires,0.8958634633956581,0.9438351579171905,0.4711131922498179,ES,AR
Valenbisi València,Bike Itaú Rio,0.6693500238767962,0.8219937702382598,0.835785371644062,ES,BR
BikeMi Milan,Villo Bruxelles,0.8662074351490602,0.9582778132053172,0.6871935707673282,IT,BE
BikeMi Milan,Velo Antwerpen,0.8466451418500379,0.9251676865083875,0.6114791643842009,IT,BE
BikeMi Milan,Metrorower,0.7045333261272548,0.8645823437008086,0.56947176071068,IT,PL
BikeMi Milan,Mevo Gdańsk,0.5685805121580553,0.8572715728944283,0.5762864857236367,IT,PL
BikeMi Milan,Velospot CH,0.5076284156208081,0.8744040533627606,0.5992341285584194,IT,CH
BikeMi Milan,Ecobici Ciudad de Mexico,0.8833098516279377,0.9589475686846812,0.527658673720448,IT,MX
BikeMi Milan,Ecobici Buenos Aires,0.8639630291167192,0.9250990473537144,0.76071885983322,IT,AR
BikeMi Milan,Bike Itaú Rio,0.6863577946313286,0.8788685867016983,0.5486079526593618,IT,BR
Villo Bruxelles,Velo Antwerpen,0.8428053442169631,0.9180386401789896,0.8844420615356116,BE,BE
Villo Bruxelles,Metrorower,0.6297954115047738,0.8489669329551311,0.40466093723658714,BE,PL
Villo Bruxelles,Mevo Gdańsk,0.5082106280918754,0.8521633932268022,0.402052996964089,BE,PL
Villo Bruxelles,Velospot CH,0.4536396133512425,0.8665681296026477,0.42950880297818483,BE,CH
Villo Bruxelles,Ecobici Ciudad de Mexico,0.8956353009941408,0.9465705690514641,0.7674750587868224,BE,MX
Villo Bruxelles,Ecobici Buenos Aires,0.9009606050964961,0.9242484402983591,0.8907121851922234,BE,AR
Villo Bruxelles,Bike Itaú Rio,0.6291470695983169,0.87092638585671,0.3783643416868035,BE,BR
Velo Antwerpen,Metrorower,0.6182393605221086,0.8968341589993556,0.36303331521634774,BE,PL
Velo Antwerpen,Mevo Gdańsk,0.49888552488922033,0.9147861408896731,0.35977525047538944,BE,PL
Velo Antwerpen,Velospot CH,0.4453158279412528,0.9273008253338753,0.38967186450070823,BE,CH
Velo Antwerpen,Ecobici Ciudad de Mexico,0.8468793208881288,0.9239192873105547,0.8612874406792576,BE,MX
Velo Antwerpen,Ecobici Buenos Aires,0.8312647720728924,0.8670782283163787,0.7977000317006866,BE,AR
Velo Antwerpen,Bike Itaú Rio,0.6194643058512075,0.9336913858999216,0.3364736299911208,BE,BR
Metrorower,Mevo Gdańsk,0.8044941971766049,0.9400521103780164,0.9562509520204913,PL,PL
Metrorower,Velospot CH,0.7202967803640372,0.9307978698204245,0.9154943654464254,PL,CH
Metrorower,Ecobici Ciudad de Mexico,0.6540490529996894,0.8599979822538636,0.3137794547135529,PL,MX
Metrorower,Ecobici Buenos Aires,0.6518370156215568,0.8080712207646198,0.4427404935396122,PL,AR
Metrorower,Bike Itaú Rio,0.8757423433077481,0.928319449626382,0.9170205521805977,PL,BR
Mevo Gdańsk,Velospot CH,0.8775238671501138,0.9678849644027562,0.911151782735852,PL,CH
Mevo Gdańsk,Ecobici Ciudad de Mexico,0.52780614400237,0.8509580988222231,0.311251644034019,PL,MX
Mevo Gdańsk,Ecobici Buenos Aires,0.5261482169259514,0.7982758116639548,0.44145556024035615,PL,AR
Mevo Gdańsk,Bike Itaú Rio,0.7822310476663035,0.950848698174453,0.9230706297472903,PL,BR
Velospot CH,Ecobici Ciudad de Mexico,0.47113098753684457,0.8674366374574561,0.3390847259674483,CH,MX
Velospot CH,Ecobici Buenos Aires,0.4696510865738622,0.8138584015237893,0.4680462386606748,CH,AR
Velospot CH,Bike Itaú Rio,0.6982498473644461,0.9557269747862953,0.8475972179686837,CH,BR
Ecobici Ciudad de Mexico,Ecobici Buenos Aires,0.9249108155905631,0.9354587824626253,0.6897028743581466,MX,AR
Ecobici Ciudad de Mexico,Bike Itaú Rio,0.6512549178018244,0.8749091580719348,0.290414174166902,MX,BR
Ecobici Buenos Aires,Bike Itaú Rio,0.6432212215028157,0.8208556337217869,0.4205385216174246,AR,BR
