city_a,city_b,similarity_low,similarity_mid,similarity_high,iso_a,iso_b
Capital DC,Vélib Paris,0.6070159006454665,0.8294925106991198,0.7954226762545638,US,FR
Capital DC,Vélo'v Lyon,0.76026086394175,0.9353744212966403,0.8479299234240139,US,FR
Capital DC,VéLÔ Toulouse,0.6203628803130008,0.9511640654497826,0.6506322669587933,US,FR
Capital DC,Le VélO Bordeaux,0.6270114589908968,0.8499792373595249,0.6749513308610362,US,FR
Capital DC,Le Vélo Marseille,0.6464567857372768,0.8770307732211582,0.889424156987828,US,FR
Capital DC,Santander London,0.6245925220948744,0.9515824077238427,0.4019001594429337,US,GB
Capital DC,Beryl Bournemouth,0.839913172895351,0.8104172745469139,0.9739849694571457,US,GB
Capital DC,Beryl Manchester,0.6390010615525593,0.8917042342795553,0.6542107704821,US,GB
Capital DC,Nextbike Berlin,0.803044582394397,0.9155619639680759,0.9505313850124083,US,DE
Capital DC,Swabi Augsburg,0.7936675347286856,0.9318398354567857,0.8606814471423787,US,DE
