city,atlas,block,block_size,N,z_kde,dirichlet_unnorm,r2_base_block,r2_aug_block,gain_block,eig_energy_test
d16_london_tfl,london_tfl,-5,94,788,-12.747587995559863,2.2827152518966005,0.18400747484797653,0.2321601927348298,0.04815271788685327,
d16_london_tfl,london_tfl,-6,94,788,-12.747587995559863,2.2827152518966005,0.0654100858665062,0.1067365662432117,0.0413264803767055,
d16_london_tfl,london_tfl,-7,94,788,-12.747587995559863,2.2827152518966005,0.15117860026650187,0.22621101557269385,0.07503241530619198,
d16_london_tfl,london_tfl,-8,94,788,-12.747587995559863,2.2827152518966005,0.21230262491321894,0.2806640477930169,0.06836142287979796,
d16_london_tfl,london_tfl,-9,94,788,-12.747587995559863,2.2827152518966005,0.15769546534257062,0.15080281782304483,-0.006892647519525785,
d16_london_tfl,london_tfl,-10,94,788,-12.747587995559863,2.2827152518966005,0.17391849176488694,0.21942931213871875,0.045510820373831806,
d3_boston_bluebikes,boston_bluebikes,0,50,493,-3.5359695428935165,1.0920720978920242,-3.767577859982076,-3.838701416356484,-0.07112355637440793,0.01439294617311864
d3_boston_bluebikes,boston_bluebikes,1,72,493,-3.5359695428935165,1.0920720978920242,0.01959708654077641,0.07622545933899616,0.05662837279821975,0.014925048471210246
d3_boston_bluebikes,boston_bluebikes,2,50,493,-3.5359695428935165,1.0920720978920242,-0.38416689986567354,-0.14516954909058755,0.238997350775086,0.013092170935346455
d3_boston_bluebikes,boston_bluebikes,3,27,493,-3.5359695428935165,1.0920720978920242,-0.6986498727749857,-0.822469120317975,-0.12381924754298934,0.016891617797578293
d3_boston_bluebikes,boston_bluebikes,4,58,493,-3.5359695428935165,1.0920720978920242,0.4691742684672341,0.3646208098685966,-0.10455345859863752,0.015296698923275875
d3_boston_bluebikes,boston_bluebikes,5,49,493,-3.5359695428935165,1.0920720978920242,-0.06393326120820975,0.050057371270193496,0.11399063247840324,0.014664639730380132
d3_boston_bluebikes,boston_bluebikes,6,58,493,-3.5359695428935165,1.0920720978920242,-0.2620723865510284,-0.44307744129438853,-0.18100505474336015,0.018124403649461402
d3_boston_bluebikes,boston_bluebikes,7,29,493,-3.5359695428935165,1.0920720978920242,-0.19014847375625843,0.5668604469066185,0.757008920662877,0.01782442637475113
d3_boston_bluebikes,boston_bluebikes,8,51,493,-3.5359695428935165,1.0920720978920242,-0.4716875858630225,-0.401625067000313,0.07006251886270953,0.02951993710826162
d3_boston_bluebikes,boston_bluebikes,9,49,493,-3.5359695428935165,1.0920720978920242,-1.1789072520324582,-1.0422590467692525,0.13664820526320565,0.013906681473751502
d3_boston_bluebikes,boston_bluebikes,-1,49,493,-3.5359695428935165,1.0920720978920242,0.3698302970044244,0.4602077455564312,0.0903774485520068,
d3_boston_bluebikes,boston_bluebikes,-2,49,493,-3.5359695428935165,1.0920720978920242,0.31979682146894817,0.41069119223922057,0.0908943707702724,
d3_boston_bluebikes,boston_bluebikes,-3,49,493,-3.5359695428935165,1.0920720978920242,0.554093947631001,0.6232371421402294,0.06914319450922846,
d3_boston_bluebikes,boston_bluebikes,-4,49,493,-3.5359695428935165,1.0920720978920242,0.3148354369790006,0.39262889747871543,0.0777934604997148,
d3_boston_bluebikes,boston_bluebikes,-5,49,493,-3.5359695428935165,1.0920720978920242,0.46994483103155527,0.5712412359656476,0.10129640493409231,
d3_boston_bluebikes,boston_bluebikes,-6,49,493,-3.5359695428935165,1.0920720978920242,0.5178573234353798,0.5612666862423985,0.04340936280701868,
d3_boston_bluebikes,boston_bluebikes,-7,49,493,-3.5359695428935165,1.0920720978920242,0.4068943221830341,0.4376196526532854,0.030725330470251278,
d3_boston_bluebikes,boston_bluebikes,-8,49,493,-3.5359695428935165,1.0920720978920242,0.5015044799652648,0.5663970408163554,0.06489256085109063,
d3_boston_bluebikes,boston_bluebikes,-9,49,493,-3.5359695428935165,1.0920720978920242,0.5134834826415643,0.5904708507913248,0.07698736814976048,
d3_boston_bluebikes,boston_bluebikes,-10,49,493,-3.5359695428935165,1.0920720978920242,0.4856399359372393,0.5551007832409762,0.06946084730373692,
d3_chicago_divvy,chicago_divvy,0,116,1337,-2.4065046415887537,0.8967027334190592,0.11897713053144332,0.12742981377179274,0.008452683240349423,0.010558497797082383
d3_chicago_divvy,chicago_divvy,1,189,1337,-2.4065046415887537,0.8967027334190592,-0.4397143986651426,-0.17712834459207705,0.26258605407306557,0.005659705691667397
d3_chicago_divvy,chicago_divvy,2,179,1337,-2.4065046415887537,0.8967027334190592,-1.7169404737706042,-0.9658191269570833,0.7511213468135209,0.00633244210594429
d3_chicago_divvy,chicago_divvy,3,146,1337,-2.4065046415887537,0.8967027334190592,-0.4578131177091014,-0.4118939437960585,0.0459191739130429,0.0049567162441545
d3_chicago_divvy,chicago_divvy,4,90,1337,-2.4065046415887537,0.8967027334190592,-0.299488028156925,-0.17457372936353788,0.12491429879338711,0.006647192555484375
d3_chicago_divvy,chicago_divvy,5,159,1337,-2.4065046415887537,0.8967027334190592,-7.769167731009192,-6.220609322577804,1.5485584084313881,0.006145773000324373
d3_chicago_divvy,chicago_divvy,6,133,1337,-2.4065046415887537,0.8967027334190592,-4.831650155508639,-3.5345615373398314,1.2970886181688073,0.009371186108009927
d3_chicago_divvy,chicago_divvy,7,102,1337,-2.4065046415887537,0.8967027334190592,-1.8121387710971955,-1.2119002724533394,0.600238498643856,0.015076633853181684
