name,N,sigma,mean_ipr,extended_fraction,predicted_type,dist_to_centroid,predicted_label
world_br_bike_ita_sampa,240,572.819114205387,0.06561295391442315,0.12916666666666668,1,0.14123594957996644,A: compact / hub-centric
world_br_bike_porto_alegre,90,676.9433262981062,0.0948473289809872,0.4666666666666667,1,2.419029743486341,A: compact / hub-centric
world_ca_bike_share_toronto,1033,588.833246357085,0.05566295687607488,0.012584704743465635,1,0.6726370252551613,A: compact / hub-centric
world_ca_bixi_montr_al,1057,542.5913565395995,0.0628703034717053,0.014191106906338695,1,0.5277874236920423,A: compact / hub-centric
world_ca_mobi_bike_share,263,441.02453259673547,0.06218422611075318,0.13307984790874525,1,0.21668633816823585,A: compact / hub-centric
world_ca_v_lo,225,632.1671118050157,0.07093187912730747,0.21333333333333335,1,0.6636505060255188,A: compact / hub-centric
world_ch_velospot,1634,578.098413191451,0.10933736443139531,0.0,1,1.965235889641418,A: compact / hub-centric
world_cl_bike_ita_santiago,200,648.9217910728202,0.06442270227637378,0.31,1,1.175025327306784,A: compact / hub-centric
world_co_bogot,194,427.1151007028892,0.0681370124869293,0.18041237113402062,1,0.4481521866949788,A: compact / hub-centric
world_cz_nextbike_liberec,51,606.7447243076359,0.09919420303048931,0.6862745098039216,1,3.621613982114693,A: compact / hub-centric
world_cz_nextbike_praha,1489,227.20103304883554,0.10305849677340549,0.0033579583613163196,1,1.7049762963185022,A: compact / hub-centric
world_de_bre_bike,108,1376.9825657035099,0.11766316963631869,0.2222222222222222,1,2.3275375409596797,A: compact / hub-centric
world_de_die_gr_ne_flotte,279,624.3698210984903,0.1573985229483775,0.035842293906810034,1,3.9454378469820233,A: compact / hub-centric
world_de_frelo,161,1291.565075467088,0.11657434570554681,0.13664596273291926,1,2.1894193017141106,A: compact / hub-centric
world_de_movemix_bike,89,602.3816881372321,0.09720713783135031,0.42696629213483145,1,2.2864077130294005,A: compact / hub-centric
world_de_naturenergie_sharing,318,2036.913961680192,0.2348122692377888,0.012578616352201259,1,7.2524950831926125,A: compact / hub-centric
world_de_nextbike_berlin,1456,439.77831328996376,0.07637853600408974,0.004120879120879121,1,0.7375692439848656,A: compact / hub-centric
world_de_nextbike_gie_en,64,621.7477455314701,0.1179840899967449,0.5625,1,3.4455402064122733,A: compact / hub-centric
world_de_nextbike_kassel,65,832.7301242517971,0.13460761752094969,0.3230769230769231,1,3.2054319596983656,A: compact / hub-centric
world_de_swabi_augsburg,527,408.72923437195874,0.06169991800930822,0.024667931688804556,1,0.4839625333054107,A: compact / hub-centric
world_de_usedomrad,98,2254.1360294449833,0.1980894289349679,0.061224489795918366,1,5.669852756257127,A: compact / hub-centric
world_es_ambici,237,782.532683250313,0.10408672782859042,0.012658227848101266,1,1.7295359313354632,A: compact / hub-centric
world_es_bicicoru_a,81,636.8471385331043,0.08494156886530327,0.5925925925925926,1,2.909249291086906,A: compact / hub-centric
world_es_bicimad,638,699.9620022389299,0.03367902164472135,0.0768025078369906,3,0.2983080389815195,C: mid-sized sprawl
world_es_bicing,545,405.2487383065613,0.027272021856330927,0.14495412844036698,2,0.4347550909596876,B: distributed / poly-centric
world_es_bicipalma,91,682.5012046194352,0.08566674031821445,0.5164835164835165,1,2.506144956210305,A: compact / hub-centric
world_es_bizi,276,488.08963298895605,0.03685054336542887,0.37681159420289856,2,0.9640042576541321,B: distributed / poly-centric
world_es_bizkaibizi_spain,105,799.6030665463205,0.08676765604351855,0.3523809523809524,1,1.682367081822123,A: compact / hub-centric
world_es_dbizi,70,626.5542209518565,0.10412247020469181,0.5428571428571428,1,2.998737565135972,A: compact / hub-centric
world_es_moxsi_las_palmas_de_gran_canaria,64,724.2102197635372,0.1549151692324291,0.359375,1,4.087955192616889,A: compact / hub-centric
world_es_nextbike_le_n,51,713.8591804554858,0.09613644939746416,0.8235294117647058,1,4.3107986356365116,A: compact / hub-centric
world_es_sevici,243,500.6991077583917,0.05303000737535332,0.27983539094650206,2,0.9731830002555165,B: distributed / poly-centric
world_es_valenbisi,278,458.91286249198134,0.028973364711060257,0.5719424460431655,2,2.061932391642918,B: distributed / poly-centric
world_es_valladolid,104,681.0912694011375,0.083013670164447,0.5576923076923077,1,2.6947704594175255,A: compact / hub-centric
world_fr_auxr_m_le_v_lo,55,2909.9778179291434,0.1086466310747355,0.6909090909090909,1,3.8233824056888372,A: compact / hub-centric
world_fr_c_v_lo,82,714.3589807594346,0.11105735772218993,0.4024390243902439,1,2.5853438200196517,A: compact / hub-centric
world_fr_caliv_lo,66,2124.4133774288794,0.1847796146737955,0.09090909090909091,1,5.096389312417964,A: compact / hub-centric
world_fr_clem,251,23373.244660647593,0.23570372436731157,0.01195219123505976,1,7.290742262817546,A: compact / hub-centric
world_fr_graoulib,56,1191.5785475600355,0.08153168432188426,0.75,2,3.7288370812930602,B: distributed / poly-centric
world_fr_le_v_lo_par_tbm,228,666.6069509138573,0.06354901707987445,0.16666666666666666,1,0.3651337233987866,A: compact / hub-centric
world_fr_le_v_lo_star,57,757.0812860471963,0.07268630014086865,0.8421052631578947,2,3.9955253891815263,B: distributed / poly-centric
world_fr_lev_lo_marseille,228,627.5457951277153,0.062213752483218386,0.24561403508771928,1,0.8185462766752165,A: compact / hub-centric
world_fr_lib_lo,68,939.7684568695313,0.15057695800163953,0.36764705882352944,1,3.9331336590359407,A: compact / hub-centric
world_fr_lovelo_libre_service,124,653.3764317395903,0.07572579520567475,0.4274193548387097,1,1.8957254385626607,A: compact / hub-centric
world_fr_naolib,123,552.3908663963115,0.054505559673608456,0.6016260162601627,2,2.423194727327978,B: distributed / poly-centric
world_fr_nemov_lo,52,875.1976493179092,0.13202340802574228,0.4230769230769231,1,3.374611136056199,A: compact / hub-centric
world_fr_twisto_v_lolib,76,1117.0685332104124,0.08283075336545886,0.631578947368421,1,3.100578707342729,A: compact / hub-centric
world_fr_v_l_toulouse,444,606.8347667965153,0.03505539885659602,0.15090090090090091,2,0.369057315757477,B: distributed / poly-centric
world_fr_v_lib_metropole,1511,439.171349878301,0.03457967352311527,0.025810721376571807,3,0.3512476192558655,C: mid-sized sprawl
world_fr_v_livert,97,1321.9935229625746,0.17392545425549163,0.13402061855670103,1,4.63512848427337,A: compact / hub-centric
world_fr_v_lo_fluo_grand_est,52,47769.12843432253,0.1089309588724139,0.6153846153846154,1,3.4581778145207385,A: compact / hub-centric
world_fr_v_lo_modalis,57,3998.242674407537,0.07795904004381132,0.7894736842105263,2,3.8367602559841734,B: distributed / poly-centric
world_fr_v_lo_tanlib,58,1293.5357155986899,0.09458410728936277,0.6896551724137931,1,3.566047162126611,A: compact / hub-centric
world_fr_v_lo_v,459,488.23678874012893,0.05459972371196075,0.13507625272331156,1,0.4979628270531671,A: compact / hub-centric
world_fr_v_locit_mulhouse,62,913.2858480120544,0.10695071523535575,0.5967741935483871,1,3.323107960904934,A: compact / hub-centric
world_fr_v_lomagg,52,762.5596823815157,0.14307906061502987,0.5192307692307693,1,4.073903442092986,A: compact / hub-centric
world_fr_v_lonecy,80,2578.026137760783,0.08518788928957902,0.475,1,2.277435343338438,A: compact / hub-centric
world_fr_vel_in,80,1223.2237133595668,0.10888302884085603,0.4625,1,2.7598326703313014,A: compact / hub-centric
world_fr_vilvolt,106,1169.608469257243,0.1854944832740806,0.16981132075471697,1,5.139921830951058,A: compact / hub-centric
world_fr_zebullo,66,1213.4134830344274,0.08570607851270988,0.7424242424242424,1,3.744893960637295,A: compact / hub-centric
world_gb_beryl_bcp,400,692.1630339110492,0.08050453938192675,0.0275,1,0.7768827911660208,A: compact / hub-centric
world_gb_beryl_brighton,108,716.8985556308493,0.12452852128362088,0.17592592592592593,1,2.5543679933842536,A: compact / hub-centric
world_gb_beryl_cornwall,109,1010.9396735664491,0.17245188701327402,0.01834862385321101,1,4.595485989136468,A: compact / hub-centric
world_gb_beryl_greater_manchester,286,432.1413753523534,0.05802063373541196,0.10139860139860139,1,0.3205414692896286,A: compact / hub-centric
world_gb_beryl_hereford,73,689.7698015038405,0.10367726017134406,0.5342465753424658,1,2.947221382582444,A: compact / hub-centric
world_gb_beryl_isle_of_wight,88,855.4577330552329,0.16873210076594322,0.056818181818181816,1,4.418546056692379,A: compact / hub-centric
world_gb_beryl_leeds,94,544.9501420182489,0.11755499575640695,0.30851063829787234,1,2.5105639152429693,A: compact / hub-centric
world_gb_beryl_norwich,205,720.4179700656978,0.1038380334530098,0.1024390243902439,1,1.6375552474695123,A: compact / hub-centric
world_gb_beryl_plymouth,133,835.1275620026532,0.06923807263310913,0.2781954887218045,1,1.0051226546714596,A: compact / hub-centric
world_gb_beryl_portsmouth,104,659.716934768009,0.09233382712431483,0.27884615384615385,1,1.5184226375933456,A: compact / hub-centric
world_gb_beryl_southampton,105,535.4201639887469,0.11648584717803406,0.2571428571428571,1,2.3460505990699154,A: compact / hub-centric
world_gb_beryl_watford,97,654.9360398944312,0.08147317689497406,0.5257731958762887,1,2.5013740961480466,A: compact / hub-centric
world_gb_beryl_west_midlands,257,534.050773690896,0.1475625065351254,0.0038910505836575876,1,3.5524223537099546,A: compact / hub-centric
world_gb_beryl_worcester,56,665.9009119581282,0.140623953856225,0.5,1,3.9247892519630834,A: compact / hub-centric
world_hr_bajs_zagreb_croatia,201,815.2154425003688,0.055444242012252905,0.3034825870646766,2,1.1247555676850949,B: distributed / poly-centric
world_ie_beryl_belfast,61,684.4231435100079,0.10174617319506969,0.5409836065573771,1,2.9350081119244553,A: compact / hub-centric
world_ie_dublinbikes,116,414.2544993982603,0.059177794103463126,0.5344827586206896,2,2.175295590206506,B: distributed / poly-centric
world_it_milan_bikemi,318,490.73946170600317,0.03383650261699177,0.31446540880503143,2,0.5911360839438016,B: distributed / poly-centric
world_lu_vel_oh,146,842.9967810605053,0.08694371463790695,0.2602739726027397,1,1.2769920738766005,A: compact / hub-centric
world_mc_monabike,58,288.0400000187028,0.11768106682717738,0.5172413793103449,1,3.2446737693179992,A: compact / hub-centric
world_mx_ecobici,677,423.7036726328018,0.021166871289417737,0.1240768094534712,3,0.47491128990846954,C: mid-sized sprawl
world_mx_mibici_guadalajara,369,452.82642444008536,0.0359011811168871,0.18157181571815717,2,0.23535144056174134,B: distributed / poly-centric
world_no_bergen_city_bike,94,388.2588257349417,0.09252286558505841,0.425531914893617,1,2.166918786364099,A: compact / hub-centric
world_pl_metrorower,944,1116.6243020553018,0.0912387496423093,0.005296610169491525,1,1.2365419708456162,A: compact / hub-centric
world_pl_mevo,821,723.4459317369367,0.1007303968348851,0.0048721071863581,1,1.608659055870384,A: compact / hub-centric
world_pl_veturilo_3_0,344,1039.940289011538,0.04413152377806766,0.18604651162790697,2,0.532531979009041,B: distributed / poly-centric
world_pl_wrm_nextbike_poland,263,1130.3646694375302,0.0635278009330123,0.1444866920152091,1,0.2438848714161347,A: compact / hub-centric
world_ro_sibiu_bikecity,57,895.0529747195625,0.11074354265955128,0.7017543859649122,1,3.921146857535832,A: compact / hub-centric
world_si_bicikelj,87,915.7698926728074,0.08276990331232073,0.5632183908045977,1,2.722270781083005,A: compact / hub-centric
world_si_nomago_bikes_kolesce,84,1550.0082353825992,0.187559000133575,0.14285714285714285,1,5.219165691470186,A: compact / hub-centric
world_tr_aar_bike,118,1364.2403644494157,0.09588460176746404,0.3389830508474576,1,1.8651280967593153,A: compact / hub-centric
world_us_bay_wheels,628,637.5693756998719,0.05482916829856294,0.01592356687898089,1,0.6812038143618594,A: compact / hub-centric
world_us_biketown,274,796.6508942924739,0.06007815631757973,0.08759124087591241,1,0.25134253335264134,A: compact / hub-centric
world_us_biki,134,415.12031230244395,0.06871131394757878,0.3208955223880597,1,1.2438740460254238,A: compact / hub-centric
world_us_blue_bikes,597,647.9758762713515,0.06000627798643707,0.01507537688442211,1,0.5621134312050957,A: compact / hub-centric
world_us_capital_bike_share,831,791.5884514454616,0.08268916723321013,0.00842358604091456,1,0.9162470270045657,A: compact / hub-centric
world_us_capmetro,84,704.5062930551003,0.12069609150689327,0.25,1,2.5000706044721537,A: compact / hub-centric
world_us_citi_bike,2406,390.5968199521245,0.02064728449606477,0.003740648379052369,3,0.4089492016499626,C: mid-sized sprawl
world_us_divvy,1999,630.2605423766463,0.054095350691690004,0.005502751375687844,1,0.7465830937559857,A: compact / hub-centric
world_us_lyft_scooters_denver,119,421.26411703020733,0.10758068660573514,0.2184873949579832,1,1.911810350386487,A: compact / hub-centric
world_us_mogo_detroit,81,1299.2323253740442,0.14847322864466028,0.14814814814814814,1,3.5533624301417257,A: compact / hub-centric
world_us_pogoh,60,1068.0920991126927,0.10127213172816678,0.5166666666666667,1,2.8068789914215904,A: compact / hub-centric
world_us_trinity_metro_bikes,57,1194.0079307170236,0.16342611994508005,0.3684210526315789,1,4.446888227706043,A: compact / hub-centric
world_us_we_cycle,99,700.6716198852158,0.19195561666953523,0.020202020202020204,1,5.423794190839939,A: compact / hub-centric
